date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:28	54360/54360	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:29%20GMT	https://laravel.com/docs/5.8/cache	laravel/laravel/laravel.com/docs/5.8/cache.html	(from https://laravel.com/docs/5.8/)
16:50:28	112035/112035	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:29%20GMT	https://laravel.com/docs/5.8/collections	laravel/laravel/laravel.com/docs/5.8/collections.html	(from https://laravel.com/docs/5.8/)
16:50:28	50470/50470	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:29%20GMT	https://laravel.com/docs/5.8/events	laravel/laravel/laravel.com/docs/5.8/events.html	(from https://laravel.com/docs/5.8/)
16:50:29	55807/55807	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:29%20GMT	https://laravel.com/docs/5.8/filesystem	laravel/laravel/laravel.com/docs/5.8/filesystem.html	(from https://laravel.com/docs/5.8/)
16:50:29	95612/95612	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:29%20GMT	https://laravel.com/docs/5.8/helpers	laravel/laravel/laravel.com/docs/5.8/helpers.html	(from https://laravel.com/docs/5.8/)
16:50:29	65027/65027	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:30%20GMT	https://laravel.com/docs/5.8/mail	laravel/laravel/laravel.com/docs/5.8/mail.html	(from https://laravel.com/docs/5.8/)
16:50:29	79612/79612	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:30%20GMT	https://laravel.com/docs/5.8/notifications	laravel/laravel/laravel.com/docs/5.8/notifications.html	(from https://laravel.com/docs/5.8/)
16:50:29	48664/48664	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:30%20GMT	https://laravel.com/docs/5.8/packages	laravel/laravel/laravel.com/docs/5.8/packages.html	(from https://laravel.com/docs/5.8/)
16:50:30	73318/73318	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:31%20GMT	https://laravel.com/docs/5.8/queues	laravel/laravel/laravel.com/docs/5.8/queues.html	(from https://laravel.com/docs/5.8/)
16:50:30	52651/52651	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:31%20GMT	https://laravel.com/docs/5.8/scheduling	laravel/laravel/laravel.com/docs/5.8/scheduling.html	(from https://laravel.com/docs/5.8/)
16:50:30	46474/46474	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:31%20GMT	https://laravel.com/docs/5.8/database	laravel/laravel/laravel.com/docs/5.8/database.html	(from https://laravel.com/docs/5.8/)
16:50:30	68617/68617	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:31%20GMT	https://laravel.com/docs/5.8/queries	laravel/laravel/laravel.com/docs/5.8/queries.html	(from https://laravel.com/docs/5.8/)
16:50:31	46539/46539	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:32%20GMT	https://laravel.com/docs/5.8/pagination	laravel/laravel/laravel.com/docs/5.8/pagination.html	(from https://laravel.com/docs/5.8/)
16:50:31	63125/63125	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:32%20GMT	https://laravel.com/docs/5.8/migrations	laravel/laravel/laravel.com/docs/5.8/migrations.html	(from https://laravel.com/docs/5.8/)
16:50:31	39130/39130	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:32%20GMT	https://laravel.com/docs/5.8/seeding	laravel/laravel/laravel.com/docs/5.8/seeding.html	(from https://laravel.com/docs/5.8/)
16:50:31	43554/43554	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:32%20GMT	https://laravel.com/docs/5.8/redis	laravel/laravel/laravel.com/docs/5.8/redis.html	(from https://laravel.com/docs/5.8/)
16:50:32	40914/40914	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:33%20GMT	https://laravel.com/docs/5.8/eloquent-collections	laravel/laravel/laravel.com/docs/5.8/eloquent-collections.html	(from https://laravel.com/docs/5.8/)
16:50:32	71998/71998	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:33%20GMT	https://laravel.com/docs/5.8/eloquent	laravel/laravel/laravel.com/docs/5.8/eloquent.html	(from https://laravel.com/docs/5.8/)
16:50:33	43456/43456	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:33%20GMT	https://laravel.com/docs/5.8/eloquent-mutators	laravel/laravel/laravel.com/docs/5.8/eloquent-mutators.html	(from https://laravel.com/docs/5.8/)
16:50:33	61817/61817	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:34%20GMT	https://laravel.com/docs/5.8/eloquent-resources	laravel/laravel/laravel.com/docs/5.8/eloquent-resources.html	(from https://laravel.com/docs/5.8/)
16:50:33	42034/42034	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:34%20GMT	https://laravel.com/docs/5.8/eloquent-serialization	laravel/laravel/laravel.com/docs/5.8/eloquent-serialization.html	(from https://laravel.com/docs/5.8/)
16:50:33	36773/36773	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:34%20GMT	https://laravel.com/docs/5.8/testing	laravel/laravel/laravel.com/docs/5.8/testing.html	(from https://laravel.com/docs/5.8/)
16:50:34	54291/54291	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:34%20GMT	https://laravel.com/docs/5.8/http-tests	laravel/laravel/laravel.com/docs/5.8/http-tests.html	(from https://laravel.com/docs/5.8/)
16:50:34	35201/35201	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:35%20GMT	https://laravel.com/docs/5.8/console-tests	laravel/laravel/laravel.com/docs/5.8/console-tests.html	(from https://laravel.com/docs/5.8/)
16:50:34	89606/89606	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:35%20GMT	https://laravel.com/docs/5.8/dusk	laravel/laravel/laravel.com/docs/5.8/dusk.html	(from https://laravel.com/docs/5.8/)
16:50:34	45715/45715	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:35%20GMT	https://laravel.com/docs/5.8/database-testing	laravel/laravel/laravel.com/docs/5.8/database-testing.html	(from https://laravel.com/docs/5.8/)
16:50:34	48199/48199	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:35%20GMT	https://laravel.com/docs/5.8/mocking	laravel/laravel/laravel.com/docs/5.8/mocking.html	(from https://laravel.com/docs/5.8/)
16:50:35	66007/66007	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:35%20GMT	https://laravel.com/docs/5.8/billing	laravel/laravel/laravel.com/docs/5.8/billing.html	(from https://laravel.com/docs/5.8/)
16:50:35	41935/41935	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:36%20GMT	https://laravel.com/docs/5.8/envoy	laravel/laravel/laravel.com/docs/5.8/envoy.html	(from https://laravel.com/docs/5.8/)
16:50:36	44684/44684	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:36%20GMT	https://laravel.com/docs/5.8/horizon	laravel/laravel/laravel.com/docs/5.8/horizon.html	(from https://laravel.com/docs/5.8/)
16:50:36	78974/78974	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:36%20GMT	https://laravel.com/docs/5.8/passport	laravel/laravel/laravel.com/docs/5.8/passport.html	(from https://laravel.com/docs/5.8/)
16:50:36	40413/40413	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:37%20GMT	https://laravel.com/docs/5.8/socialite	laravel/laravel/laravel.com/docs/5.8/socialite.html	(from https://laravel.com/docs/5.8/)
16:50:36	53097/53097	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:37%20GMT	https://laravel.com/docs/5.8/scout	laravel/laravel/laravel.com/docs/5.8/scout.html	(from https://laravel.com/docs/5.8/)
16:50:37	48702/48702	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:37%20GMT	https://laravel.com/docs/5.8/telescope	laravel/laravel/laravel.com/docs/5.8/telescope.html	(from https://laravel.com/docs/5.8/)
16:50:38	59992/59992	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Jun%202019%2014:50:38%20GMT	https://laravel.com/docs/5.8/braintree	laravel/laravel/laravel.com/docs/5.8/braintree.html	(from https://laravel.com/docs/5.8/billing)
